2009,2,10,AIG,Buy,100
2009,2,12,AIG,Sell,100
2009,3,30,AIG,Buy,100
2009,4,1,AIG,Sell,100
2008,11,19,ETFC,Buy,100
2008,11,21,ETFC,Sell,100
2009,2,19,ETFC,Buy,100
2009,2,23,ETFC,Sell,100
2008,11,20,GNW,Buy,100
2008,11,24,GNW,Sell,100
2009,3,3,GNW,Buy,100
2009,3,5,GNW,Sell,100
2009,3,5,GNW,Buy,100
2009,3,9,GNW,Sell,100
2009,2,20,THC,Buy,100
2009,2,24,THC,Sell,100
2009,3,4,THC,Buy,100
2009,3,6,THC,Sell,100
