2011,9,2,1107688.0,
2011,9,6,1114492.0,
2011,9,7,1119496.0,
2011,9,8,1119748.0,
2011,9,9,1111792.0,
2011,9,12,1114732.0,
2011,9,13,1120324.0,
2011,9,14,1125916.0,
2011,9,15,1130284.0,
2011,9,16,1139296.0,
2011,9,19,1152592.0,
2011,9,20,1154764.0,
2011,9,21,1153204.0,
2011,9,22,1140868.0,
2011,9,23,1143832.0,
2011,9,26,1142488.0,
2011,9,27,1137808.0,
2011,9,28,1135120.0,
2011,9,29,1127428.0,
2011,9,30,1116376.0,
2011,10,3,1108348.0,
2011,10,4,1105840.0,
2011,10,5,1112704.0,
2011,10,6,1111660.0,
2011,10,7,1102612.0,
2011,10,10,1125328.0,
2011,10,11,1139044.0,
2011,10,12,1141312.0,
2011,10,13,1148764.0,
2011,10,14,1164988.0,
2011,10,17,1162576.0,
2011,10,18,1165264.0,
2011,10,19,1137052.0,
2011,10,20,1133092.0,
2011,10,21,1130176.0,
2011,10,24,1145596.0,
2011,10,25,1136032.0,
2011,10,26,1139416.0,
2011,10,27,1144300.0,
2011,10,28,1144612.0,
2011,10,31,1144408.0,
2011,11,1,1134520.0,
2011,11,2,1135600.0,
2011,11,3,1142368.0,
2011,11,4,1138984.0,
2011,11,7,1138372.0,
2011,11,8,1146136.0,
2011,11,9,1133056.0,
2011,11,10,1121032.0,
2011,11,11,1120324.0,
2011,11,14,1113916.0,
2011,11,15,1125352.0,
2011,11,16,1120504.0,
2011,11,17,1111708.0,
2011,11,18,1108756.0,
2011,11,21,1101664.0,
2011,11,22,1110628.0,
2011,11,23,1099252.0,
2011,11,25,1095172.0,
2011,11,28,1110160.0,
2011,11,29,1106668.0,
2011,11,30,1117432.0,
2011,12,1,1124272.0,
2011,12,2,1126384.0,
2011,12,5,1130344.0,
2011,12,6,1127884.0,
2011,12,7,1125664.0,
2011,12,8,1127536.0,
2011,12,9,1131076.0,
2011,12,12,1128940.0,
2011,12,13,1125328.0,
2011,12,14,1115020.0,
2011,12,15,1113532.0,
2011,12,16,1116016.0,
2011,12,19,1117444.0,
2011,12,20,1133860.0,
